Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score,event_label,event_name,event_type,ranking_label,age_category,gender,WIND,mark_details
21.0,7:57.38,Saif Saaeed SHAHEEN,15 OCT 1982,QAT,1,"Stade Louis II, Monaco (MON)",14 SEP 2003,1270.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
22.0,7:57.42,Paul Kipsiele KOECH,10 NOV 1981,KEN,2,"Stade Louis II, Monaco (MON)",14 SEP 2003,1270.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
23.0,7:58.09,Brahim BOULAMI,20 APR 1972,MAR,1,"Stade Louis II, Monaco (MON)",19 JUL 2002,1267.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
24.0,7:58.10,Stephen CHERONO,15 OCT 1982,KEN,2,"Stade Louis II, Monaco (MON)",19 JUL 2002,1267.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
25.0,7:58.15,Soufiane EL BAKKALI,07 JAN 1996,MAR,1,"Stade Louis II, Monaco (MON)",20 JUL 2018,1267.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
26.0,7:58.28,Soufiane EL BAKKALI,07 JAN 1996,MAR,1,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",05 JUN 2022,1266.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
27.0,7:58.41,Jairus Kipchoge BIRECH,14 DEC 1992,KEN,1,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1265.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
28.0,7:58.50,Brahim BOULAMI,20 APR 1972,MAR,1,"Letzigrund, Zürich (SUI)",17 AUG 2001,1265.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
29.0,7:58.66,Stephen CHERONO,15 OCT 1982,KEN,3,Bruxelles (BEL),24 AUG 2001,1264.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
30.0,7:58.68,Lamecha GIRMA,26 NOV 2000,ETH,1,"Mestský Stadion, Ostrava (CZE)",31 MAY 2022,1264.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
31.0,7:58.80,Paul Kipsiele KOECH,10 NOV 1981,KEN,1,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2007,1264.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
32.0,7:58.83,Jairus Kipchoge BIRECH,14 DEC 1992,KEN,1,Paris (FRA),04 JUL 2015,1264.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
33.0,7:58.85,Ezekiel KEMBOI,25 MAY 1982,KEN,1,Doha (QAT),08 MAY 2009,1263.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
34.0,7:58.98,Bernard BARMASAI,06 MAY 1974,KEN,1,"Stade Louis II, Monaco (MON)",04 AUG 1999,1263.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
35.0,7:59.03,Ezekiel KEMBOI,25 MAY 1982,KEN,1,Paris (FRA),06 JUL 2013,1263.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
36.0,7:59.08,Wilson Boit KIPKETER,06 OCT 1973,KEN,1,Zürich (SUI),13 AUG 1997,1262.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
37.0,7:59.18,Moses KIPTANUI,01 OCT 1970,KEN,1,Zürich (SUI),16 AUG 1995,1262.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
38.0,7:59.23,Lamecha GIRMA,26 NOV 2000,ETH,1,"Stadio Olimpico, Roma (ITA)",09 JUN 2022,1262.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
39.0,7:59.24,Lamecha GIRMA,26 NOV 2000,ETH,2,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",05 JUN 2022,1262.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
40.0,7:59.42,Paul Kipsiele KOECH,10 NOV 1981,KEN,1,Stockholm (SWE),07 AUG 2007,1261.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
41.0,7:59.52,Moses KIPTANUI,01 OCT 1970,KEN,1,Bruxelles (BEL),25 AUG 1995,1260.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
42.0,7:59.65,Paul Kipsiele KOECH,10 NOV 1981,KEN,1,"Stadio Olimpico, Roma (ITA)",02 JUL 2004,1260.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
43.0,7:59.94,Paul Kipsiele KOECH,10 NOV 1981,KEN,1,"Stadio Olimpico, Roma (ITA)",14 JUL 2006,1258.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
44.0,8:00.06,Saif Saaeed SHAHEEN,15 OCT 1982,QAT,1,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2003,1258.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
45.0,8:00.09,Mahiedine MEKHISSI,15 MAR 1985,FRA,2,Paris (FRA),06 JUL 2013,1258.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
46.0,8:00.12,Conseslus KIPRUTO,08 DEC 1994,KEN,1,"Alexander Stadium, Birmingham (GBR)",05 JUN 2016,1257.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
47.0,8:00.29,Paul Kipsiele KOECH,10 NOV 1981,KEN,1,Stockholm (SWE),25 JUL 2006,1257.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
48.0,8:00.35,Bernard BARMASAI,06 MAY 1974,KEN,2,Zürich (SUI),13 AUG 1997,1256.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
49.0,8:00.42,Paul Kipsiele KOECH,10 NOV 1981,KEN,2,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2003,1256.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
50.0,8:00.43,Ezekiel KEMBOI,25 MAY 1982,KEN,1,"Olympiastadion, Berlin (GER)",18 AUG 2009,1256.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
51.0,8:00.45,Evan JAGER,08 MAR 1989,USA,2,Paris (FRA),04 JUL 2015,1256.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
52.0,8:00.54,Moses KIPTANUI,01 OCT 1970,KEN,1,Rieti (ITA),03 SEP 1997,1256.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
53.0,8:00.56,Wilson Boit KIPKETER,06 OCT 1973,KEN,1,Stockholm (SWE),16 JUL 2002,1255.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
54.0,8:00.57,Paul Kipsiele KOECH,10 NOV 1981,KEN,1,Heusden-Zolder (BEL),20 JUL 2008,1255.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
54.0,8:00.57,Paul Kipsiele KOECH,10 NOV 1981,KEN,1,Paris (FRA),06 JUL 2012,1255.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
56.0,8:00.60,Saif Saaeed SHAHEEN,15 OCT 1982,QAT,1,Zürich (SUI),06 AUG 2004,1255.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
57.0,8:00.67,Bernard BARMASAI,06 MAY 1974,KEN,1,"Stade Louis II, Monaco (MON)",08 AUG 1998,1255.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
57.0,8:00.67,Paul Kipsiele KOECH,10 NOV 1981,KEN,1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",23 SEP 2007,1255.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
59.0,8:00.77,Brahim BOULAMI,20 APR 1972,MAR,2,Stockholm (SWE),16 JUL 2002,1254.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
60.0,8:00.78,Moses KIPTANUI,01 OCT 1970,KEN,3,Zürich (SUI),13 AUG 1997,1254.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
61.0,8:00.89,Richard Kipkemboi MATEELONG,14 OCT 1983,KEN,2,"Olympiastadion, Berlin (GER)",18 AUG 2009,1254.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
62.0,8:00.90,Brimin Kiprop KIPRUTO,31 JUL 1985,KEN,1,"Stade de France, Paris-St-Denis (FRA)",16 JUL 2010,1254.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
63.0,8:01.02,Evan JAGER,08 MAR 1989,USA,2,"Stade Louis II, Monaco (MON)",20 JUL 2018,1253.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
64.0,8:01.05,Wilson Boit KIPKETER,06 OCT 1973,KEN,1,Stuttgart (GER),19 JUL 1998,1253.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
64.0,8:01.05,Paul Kipsiele KOECH,10 NOV 1981,KEN,1,"FBK Stadium, Hengelo (NED)",26 MAY 2007,1253.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
66.0,8:01.16,Conseslus KIPRUTO,08 DEC 1994,KEN,1,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2013,1253.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
67.0,8:01.18,Bouabdellah TAHRI,20 DEC 1978,FRA,3,"Olympiastadion, Berlin (GER)",18 AUG 2009,1253.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
68.0,8:01.26,Paul Kipsiele KOECH,10 NOV 1981,KEN,4,"Olympiastadion, Berlin (GER)",18 AUG 2009,1252.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
69.0,8:01.29,Evan JAGER,08 MAR 1989,USA,1,"Stade Louis II, Monaco (MON)",21 JUL 2017,1252.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
70.0,8:01.35,Conseslus KIPRUTO,08 DEC 1994,KEN,1,"Khalifa International Stadium, Doha (QAT)",04 OCT 2019,1252.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
71.0,8:01.36,Lamecha GIRMA,26 NOV 2000,ETH,2,"Khalifa International Stadium, Doha (QAT)",04 OCT 2019,1252.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
72.0,8:01.37,Paul Kipsiele KOECH,10 NOV 1981,KEN,1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",10 SEP 2006,1252.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
73.0,8:01.41,Conseslus KIPRUTO,08 DEC 1994,KEN,1,"Stadio Olimpico, Roma (ITA)",02 JUN 2016,1251.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
74.0,8:01.53,Bernard BARMASAI,06 MAY 1974,KEN,1,Nice (FRA),16 JUL 1998,1251.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
75.0,8:01.62,Brimin Kiprop KIPRUTO,31 JUL 1985,KEN,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",08 JUL 2010,1251.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
76.0,8:01.65,Stephen CHERONO,15 OCT 1982,KEN,3,Stockholm (SWE),16 JUL 2002,1250.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
77.0,8:01.67,Abel Kiprop MUTAI,02 OCT 1988,KEN,2,"Stadio Olimpico, Roma (ITA)",31 MAY 2012,1250.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
78.0,8:01.69,Kipkurui MISOI,23 OCT 1978,KEN,4,Bruxelles (BEL),24 AUG 2001,1250.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
79.0,8:01.71,Ezekiel KEMBOI,25 MAY 1982,KEN,1,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1250.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
80.0,8:01.72,Paul Kipsiele KOECH,10 NOV 1981,KEN,2,Doha (QAT),08 MAY 2009,1250.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
81.0,8:01.73,Wilson Boit KIPKETER,06 OCT 1973,KEN,1,"Stade Louis II, Monaco (MON)",20 JUL 2001,1250.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
81.0,8:01.73,Brimin Kiprop KIPRUTO,31 JUL 1985,KEN,2,Paris (FRA),06 JUL 2012,1250.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
83.0,8:01.74,Ezekiel KEMBOI,25 MAY 1982,KEN,1,"Letzigrund, Zürich (SUI)",19 AUG 2010,1250.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
84.0,8:01.80,Moses KIPTANUI,01 OCT 1970,KEN,1,Stockholm (SWE),07 JUL 1997,1250.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
85.0,8:01.83,Paul Kipsiele KOECH,10 NOV 1981,KEN,1,"Bislett Stadion, Oslo (NOR)",09 JUN 2011,1250.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
85.0,8:01.83,Jairus Kipchoge BIRECH,14 DEC 1992,KEN,2,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1250.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
87.0,8:01.85,Paul Kipsiele KOECH,10 NOV 1981,KEN,1,"Icahn Stadium, New York, NY (USA)",31 MAY 2008,1249.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
88.0,8:01.97,Saif Saaeed SHAHEEN,15 OCT 1982,QAT,1,Herakleion (GRE),04 JUL 2004,1249.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
89.0,8:01.98,Bernard BARMASAI,06 MAY 1974,KEN,1,Zürich (SUI),12 AUG 1998,1249.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
90.0,8:02.07,Paul Kipsiele KOECH,10 NOV 1981,KEN,2,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2004,1248.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
90.0,8:02.07,Paul Kipsiele KOECH,10 NOV 1981,KEN,2,"Stade de France, Paris-St-Denis (FRA)",16 JUL 2010,1248.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
92.0,8:02.08,Moses KIPTANUI,01 OCT 1970,KEN,1,Zürich (SUI),19 AUG 1992,1248.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
93.0,8:02.09,Mahiedine MEKHISSI,15 MAR 1985,FRA,1,Paris (FRA),08 JUL 2011,1248.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
94.0,8:02.18,Paul Kipsiele KOECH,10 NOV 1981,KEN,1,"Olympiastadion, Stockholm (SWE)",06 AUG 2010,1248.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
95.0,8:02.19,Bouabdellah TAHRI,20 DEC 1978,FRA,1,Metz (FRA),03 JUL 2009,1248.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
96.0,8:02.28,Brimin Kiprop KIPRUTO,31 JUL 1985,KEN,1,"Shanghai Stadium, Shanghai (CHN)",15 MAY 2011,1247.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
97.0,8:02.37,Jairus Kipchoge BIRECH,14 DEC 1992,KEN,1,"Bislett Stadion, Oslo (NOR)",11 JUN 2014,1247.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
98.0,8:02.42,Paul Kipsiele KOECH,10 NOV 1981,KEN,2,"Shanghai Stadium, Shanghai (CHN)",15 MAY 2011,1247.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
99.0,8:02.45,Moses KIPTANUI,01 OCT 1970,KEN,1,"Stade Louis II, Monaco (MON)",09 SEP 1995,1247.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
99.0,8:02.45,Soufiane EL BAKKALI,07 JAN 1996,MAR,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022,1247.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
1.0,8:44.32,Beatrice CHEPKOECH,06 JUL 1991,KEN,1,"Stade Louis II, Monaco (MON)",20 JUL 2018,1285.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
2.0,8:50.66,Winfred Mutile YAVI,31 DEC 1999,BRN,1,"Hayward Field, Eugene, OR (USA)",16 SEP 2023,1268.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
3.0,8:51.67,Beatrice CHEPKOECH,06 JUL 1991,KEN,2,"Hayward Field, Eugene, OR (USA)",16 SEP 2023,1266.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
4.0,8:52.78,Ruth JEBET,17 NOV 1996,BRN,1,Paris (FRA),27 AUG 2016,1263.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
5.0,8:53.02,Norah JERUTO,02 OCT 1995,KAZ,1,"Hayward Field, Eugene, OR (USA)",20 JUL 2022,1262.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
6.0,8:53.65,Norah JERUTO,02 OCT 1995,KEN,1,"Hayward Field, Eugene, OR (USA)",21 AUG 2021,1261.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
7.0,8:54.29,Winfred Mutile YAVI,31 DEC 1999,BRN,1,"Nemzeti Atlétikai Központ, Budapest (HUN)",27 AUG 2023,1259.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
8.0,8:54.61,Werkuha GETACHEW,07 DEC 1995,ETH,2,"Hayward Field, Eugene, OR (USA)",20 JUL 2022,1258.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
9.0,8:55.10,Beatrice CHEPKOECH,06 JUL 1991,KEN,1,"Boudewijnstadion, Bruxelles (BEL)",31 AUG 2018,1257.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
10.0,8:55.29,Ruth JEBET,17 NOV 1996,BRN,1,"Letzigrund, Zürich (SUI)",24 AUG 2017,1256.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
11.0,8:55.58,Beatrice CHEPKOECH,06 JUL 1991,KEN,1,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1256.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
12.0,8:56.08,Mekides ABEBE,29 JAN 2001,ETH,3,"Hayward Field, Eugene, OR (USA)",20 JUL 2022,1254.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
13.0,8:56.55,Winfred Mutile YAVI,31 DEC 1999,BRN,1,"Stade Charléty, Paris (FRA)",18 JUN 2022,1253.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
14.0,8:57.35,Jackline CHEPKOECH,03 OCT 2003,KEN,1,"Olympic Stadium, London (GBR)",23 JUL 2023,1251.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
15.0,8:57.77,Courtney FRERICHS,18 JAN 1993,USA,2,"Hayward Field, Eugene, OR (USA)",21 AUG 2021,1250.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
16.0,8:57.84,Beatrice CHEPKOECH,06 JUL 1991,KEN,1,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1250.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
17.0,8:57.97,Norah JERUTO,02 OCT 1995,KAZ,1,"Hayward Field, Eugene, OR (USA)",28 MAY 2022,1250.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
18.0,8:58.71,Winfred Mutile YAVI,31 DEC 1999,BRN,2,"Hayward Field, Eugene, OR (USA)",28 MAY 2022,1248.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
19.0,8:58.78,Celliphine Chepteek CHESPOL,23 MAR 1999,KEN,1,"Hayward Field, Eugene, OR (USA)",26 MAY 2017,1247.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
20.0,8:58.81,Gulnara SAMITOVA-GALKINA,09 JUL 1978,RUS,1,"National Stadium, Beijing (CHN)",17 AUG 2008,1247.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
21.0,8:58.98,Beatrice CHEPKOECH,06 JUL 1991,KEN,2,"Nemzeti Atlétikai Központ, Budapest (HUN)",27 AUG 2023,1247.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
22.0,8:59.36,Beatrice CHEPKOECH,06 JUL 1991,KEN,1,"Stade Charléty, Paris (FRA)",30 JUN 2018,1246.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
23.0,8:59.62,Norah JERUTO,02 OCT 1995,KEN,2,"Boudewijnstadion, Bruxelles (BEL)",31 AUG 2018,1245.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
24.0,8:59.65,Faith CHEROTICH,13 JUL 2004,KEN,3,"Hayward Field, Eugene, OR (USA)",16 SEP 2023,1245.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
25.0,8:59.75,Ruth JEBET,17 NOV 1996,BRN,1,"Estádio Olímpico, Rio de Janeiro (BRA)",15 AUG 2016,1245.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
26.0,8:59.84,Beatrice CHEPKOECH,06 JUL 1991,KEN,2,"Letzigrund, Zürich (SUI)",24 AUG 2017,1245.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
27.0,8:59.97,Ruth JEBET,17 NOV 1996,BRN,1,"Hayward Field, Eugene, OR (USA)",28 MAY 2016,1244.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
28.0,9:00.01,Hyvin KIYENG,13 JAN 1992,KEN,2,"Hayward Field, Eugene, OR (USA)",28 MAY 2016,1244.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
29.0,9:00.05,Hyvin KIYENG,13 JAN 1992,KEN,3,"Hayward Field, Eugene, OR (USA)",21 AUG 2021,1244.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
30.0,9:00.12,Hyvin KIYENG,13 JAN 1992,KEN,1,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2017,1244.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
31.0,9:00.67,Norah JERUTO,02 OCT 1995,KEN,1,"Suhaim bin Hamad Stadium, Doha (QAT)",28 MAY 2021,1243.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
32.0,9:00.69,Faith CHEROTICH,13 JUL 2004,KEN,3,"Nemzeti Atlétikai Központ, Budapest (HUN)",27 AUG 2023,1243.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
33.0,9:00.70,Beatrice CHEPKOECH,06 JUL 1991,KEN,2,"Hayward Field, Eugene, OR (USA)",26 MAY 2017,1243.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
34.0,9:00.71,Sembo ALMAYEW,24 JAN 2005,ETH,1,"Stadio Luigi Ridolfi, Firenze (ITA)",02 JUN 2023,1242.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
35.0,9:00.85,Courtney FRERICHS,18 JAN 1993,USA,2,"Stade Louis II, Monaco (MON)",20 JUL 2018,1242.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
36.0,9:01.18,Jackline CHEPKOECH,03 OCT 2003,KEN,4,"Hayward Field, Eugene, OR (USA)",16 SEP 2023,1241.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
37.0,9:01.31,Winfred Mutile YAVI,31 DEC 1999,BRN,4,"Hayward Field, Eugene, OR (USA)",20 JUL 2022,1241.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
38.0,9:01.45,Peruth CHEMUTAI,10 JUL 1999,UGA,1,"National Stadium, Tokyo (JPN)",04 AUG 2021,1241.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
39.0,9:01.54,Norah JERUTO,02 OCT 1995,KAZ,1h1,"Hayward Field, Eugene, OR (USA)",16 JUL 2022,1240.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
40.0,9:01.57,Beatrice CHEPKOECH,06 JUL 1991,KEN,2,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2017,1240.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
41.0,9:01.59,Gulnara SAMITOVA,09 JUL 1978,RUS,1,Herakleion (GRE),04 JUL 2004,1240.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
42.0,9:01.60,Hyvin KIYENG,13 JAN 1992,KEN,3,"Boudewijnstadion, Bruxelles (BEL)",31 AUG 2018,1240.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Women,senior,women,,
