Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score,event_label,event_name,event_type,ranking_label,age_category,gender,WIND,mark_details
1.0,10:30.28,Tom BOSWORTH,17 JAN 1990,GBR,1,"Emirates Arena, Glasgow (GBR) (i)",25 FEB 2018,1257.0,3000 Metres Race Walk,3000-metres-race-walk,race-walks,Senior - Men,senior,men,,
2.0,10:31.42,Andreas ERM,12 MAR 1976,GER,1,Halle (GER) (i),04 FEB 2001,1254.0,3000 Metres Race Walk,3000-metres-race-walk,race-walks,Senior - Men,senior,men,,
3.0,10:43.84,Tom BOSWORTH,17 JAN 1990,GBR,1,"Olympic Stadium, London (GBR)",21 JUL 2018,1217.0,3000 Metres Race Walk,3000-metres-race-walk,race-walks,Senior - Men,senior,men,,
4.0,10:47.08,Lebogang SHANGE,01 AUG 1990,RSA,2,"Olympic Stadium, London (GBR)",21 JUL 2018,1209.0,3000 Metres Race Walk,3000-metres-race-walk,race-walks,Senior - Men,senior,men,,
5.0,10:47.11,Giovanni DE BENEDICTIS,08 JAN 1968,ITA,,San Giovanni Valdarno (ITA),19 MAY 1990,1209.0,3000 Metres Race Walk,3000-metres-race-walk,race-walks,Senior - Men,senior,men,,
6.0,10:48.6h,Maksim DENISOV,07 MAY 2005,RUS,1,"Football and athletics Arena, Saransk (RUS) (i)",24 SEP 2023,0.0,3000 Metres Race Walk,3000-metres-race-walk,race-walks,Senior - Men,senior,men,,
7.0,10:49.33,Christopher LINKE,24 OCT 1988,GER,1,Erfurt (GER) (i),09 FEB 2018,1210.0,3000 Metres Race Walk,3000-metres-race-walk,race-walks,Senior - Men,senior,men,,
8.0,10:52.15,Nils BREMBACH,23 FEB 1993,GER,2,Erfurt (GER) (i),09 FEB 2018,1203.0,3000 Metres Race Walk,3000-metres-race-walk,race-walks,Senior - Men,senior,men,,
9.0,10:52.77,Callum WILKINSON,14 MAR 1997,GBR,2,"Emirates Arena, Glasgow (GBR) (i)",25 FEB 2018,1202.0,3000 Metres Race Walk,3000-metres-race-walk,race-walks,Senior - Men,senior,men,,
10.0,10:54.61,Carlo MATTIOLI,23 OCT 1954,ITA,1,Milano (ITA) (i),06 FEB 1980,1197.0,3000 Metres Race Walk,3000-metres-race-walk,race-walks,Senior - Men,senior,men,,
1.0,10:30.28,Tom BOSWORTH,17 JAN 1990,GBR,1,"Emirates Arena, Glasgow (GBR) (i)",25 FEB 2018,1257.0,3000 Metres Race Walk Short Track,3000-metres-race-walk-short-track,race-walks,Senior - Men,senior,men,,
2.0,10:31.42,Andreas ERM,12 MAR 1976,GER,1,Halle (GER) (i),04 FEB 2001,1254.0,3000 Metres Race Walk Short Track,3000-metres-race-walk-short-track,race-walks,Senior - Men,senior,men,,
3.0,10:49.33,Christopher LINKE,24 OCT 1988,GER,1,Erfurt (GER) (i),09 FEB 2018,1210.0,3000 Metres Race Walk Short Track,3000-metres-race-walk-short-track,race-walks,Senior - Men,senior,men,,
4.0,10:52.15,Nils BREMBACH,23 FEB 1993,GER,2,Erfurt (GER) (i),09 FEB 2018,1203.0,3000 Metres Race Walk Short Track,3000-metres-race-walk-short-track,race-walks,Senior - Men,senior,men,,
5.0,10:52.77,Callum WILKINSON,14 MAR 1997,GBR,2,"Emirates Arena, Glasgow (GBR) (i)",25 FEB 2018,1202.0,3000 Metres Race Walk Short Track,3000-metres-race-walk-short-track,race-walks,Senior - Men,senior,men,,
6.0,10:54.61,Carlo MATTIOLI,23 OCT 1954,ITA,1,Milano (ITA) (i),06 FEB 1980,1197.0,3000 Metres Race Walk Short Track,3000-metres-race-walk-short-track,race-walks,Senior - Men,senior,men,,
7.0,10:56.30,Marius ŽIŪKAS,29 JUN 1985,LTU,3,"Emirates Arena, Glasgow (GBR) (i)",25 FEB 2018,1193.0,3000 Metres Race Walk Short Track,3000-metres-race-walk-short-track,race-walks,Senior - Men,senior,men,,
8.0,10:56.88,Reima SALONEN,19 OCT 1955,FIN,1,Turku (FIN) (i),05 FEB 1984,1192.0,3000 Metres Race Walk Short Track,3000-metres-race-walk-short-track,race-walks,Senior - Men,senior,men,,
9.0,10:57.32,Matej TÓTH,10 FEB 1983,SVK,1f2,Wien (AUT) (i),12 FEB 2011,1191.0,3000 Metres Race Walk Short Track,3000-metres-race-walk-short-track,race-walks,Senior - Men,senior,men,,
10.0,10:58.21,Tom BOSWORTH,17 JAN 1990,GBR,1,Sheffield (GBR) (i),28 FEB 2016,1189.0,3000 Metres Race Walk Short Track,3000-metres-race-walk-short-track,race-walks,Senior - Men,senior,men,,
1.0,7:23.81,Lamecha GIRMA,26 NOV 2000,ETH,1,"Arena Stade Couvert, Liévin (FRA) (i)",15 FEB 2023,1306.0,3000 Metres Short Track,3000-metres-short-track,middlelong,Senior - Men,senior,men,,
2.0,7:24.68,Mohamed KATIR,17 FEB 1998,ESP,2,"Arena Stade Couvert, Liévin (FRA) (i)",15 FEB 2023,1300.0,3000 Metres Short Track,3000-metres-short-track,middlelong,Senior - Men,senior,men,,
3.0,7:24.90,Daniel KOMEN,17 MAY 1976,KEN,1,Budapest (HUN) (i),06 FEB 1998,1299.0,3000 Metres Short Track,3000-metres-short-track,middlelong,Senior - Men,senior,men,,
4.0,7:24.98,Getnet WALE,16 JUL 2000,ETH,1,"Arena Stade Couvert, Liévin (FRA) (i)",09 FEB 2021,1298.0,3000 Metres Short Track,3000-metres-short-track,middlelong,Senior - Men,senior,men,,
5.0,7:26.10,Selemon BAREGA,20 JAN 2000,ETH,2,"Arena Stade Couvert, Liévin (FRA) (i)",09 FEB 2021,1291.0,3000 Metres Short Track,3000-metres-short-track,middlelong,Senior - Men,senior,men,,
6.0,7:26.15,Haile GEBRSELASSIE,18 APR 1973,ETH,1,Karlsruhe (GER) (i),25 JAN 1998,1290.0,3000 Metres Short Track,3000-metres-short-track,middlelong,Senior - Men,senior,men,,
7.0,7:26.20,Berihu AREGAWI,28 FEB 2001,ETH,1,"Messehalle, Karlsruhe (GER) (i)",28 JAN 2022,1290.0,3000 Metres Short Track,3000-metres-short-track,middlelong,Senior - Men,senior,men,,
8.0,7:26.80,Haile GEBRSELASSIE,18 APR 1973,ETH,1,Karlsruhe (GER) (i),24 JAN 1999,1286.0,3000 Metres Short Track,3000-metres-short-track,middlelong,Senior - Men,senior,men,,
9.0,7:27.80,Yenew ALAMIREW,27 MAY 1990,ETH,1,"Schleyer Halle, Stuttgart (GER) (i)",05 FEB 2011,1280.0,3000 Metres Short Track,3000-metres-short-track,middlelong,Senior - Men,senior,men,,
10.0,7:27.93,Daniel KOMEN,17 MAY 1976,KEN,1,Stuttgart (GER) (i),01 FEB 1998,1279.0,3000 Metres Short Track,3000-metres-short-track,middlelong,Senior - Men,senior,men,,
1.0,7:52.11,Lamecha GIRMA,26 NOV 2000,ETH,1,"Stade Charléty, Paris (FRA)",09 JUN 2023,1295.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
2.0,7:53.63,Saif Saaeed SHAHEEN,15 OCT 1982,QAT,1,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2004,1288.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
3.0,7:53.64,Brimin Kiprop KIPRUTO,31 JUL 1985,KEN,1,"Stade Louis II, Monaco (MON)",22 JUL 2011,1288.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
4.0,7:54.31,Paul Kipsiele KOECH,10 NOV 1981,KEN,1,"Stadio Olimpico, Roma (ITA)",31 MAY 2012,1285.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
5.0,7:55.28,Brahim BOULAMI,20 APR 1972,MAR,1,Bruxelles (BEL),24 AUG 2001,1280.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
6.0,7:55.51,Saif Saaeed SHAHEEN,15 OCT 1982,QAT,1,"Boudewijnstadion, Bruxelles (BEL)",26 AUG 2005,1279.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
7.0,7:55.72,Bernard BARMASAI,06 MAY 1974,KEN,1,Köln (GER),24 AUG 1997,1278.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
8.0,7:55.76,Ezekiel KEMBOI,25 MAY 1982,KEN,2,"Stade Louis II, Monaco (MON)",22 JUL 2011,1278.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
9.0,7:56.16,Moses KIPTANUI,01 OCT 1970,KEN,2,Köln (GER),24 AUG 1997,1276.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
10.0,7:56.32,Saif Saaeed SHAHEEN,15 OCT 1982,QAT,1,"Olympic Stadium, Athina (GRE)",03 JUL 2006,1275.0,3000 Metres Steeplechase,3000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
1.0,2:21:31,Vladimir KANAYKIN,21 MAR 1985,RUS,1,"Adler, Sochi (RUS)",19 FEB 2006,1257.0,35 Kilometres Race Walk,35-kilometres-race-walk,race-walks,Senior - Men,senior,men,,
2.0,2:22:55,Xianghong HE,01 JUL 1998,CHN,1,Huangshan (CHN),04 MAR 2023,1242.0,35 Kilometres Race Walk,35-kilometres-race-walk,race-walks,Senior - Men,senior,men,,
3.0,2:23:13,Tomohiro NODA,24 JAN 1996,JPN,1,"Wajima Race Walk Course, Wajima (JPN)",16 APR 2023,1239.0,35 Kilometres Race Walk,35-kilometres-race-walk,race-walks,Senior - Men,senior,men,,
4.0,2:23:14,Massimo STANO,27 FEB 1992,ITA,1,"Autzen Complex, Eugene, OR (USA)",24 JUL 2022,1239.0,35 Kilometres Race Walk,35-kilometres-race-walk,race-walks,Senior - Men,senior,men,,
5.0,2:23:15,Masatora KAWANO,23 OCT 1998,JPN,2,"Autzen Complex, Eugene, OR (USA)",24 JUL 2022,1238.0,35 Kilometres Race Walk,35-kilometres-race-walk,race-walks,Senior - Men,senior,men,,
6.0,2:23:44,Perseus KARLSTRÖM,02 MAY 1990,SWE,3,"Autzen Complex, Eugene, OR (USA)",24 JUL 2022,1233.0,35 Kilometres Race Walk,35-kilometres-race-walk,race-walks,Senior - Men,senior,men,,
7.0,2:24:19,Sergey KOZHEVNIKOV,09 MAY 2001,RUS,1,"Avtodrom, Sochi (RUS)",13 FEB 2023,1227.0,35 Kilometres Race Walk,35-kilometres-race-walk,race-walks,Senior - Men,senior,men,,
8.0,2:24:25,Sergey BAKULIN,13 NOV 1986,RUS,1,"Adler, Sochi (RUS)",01 MAR 2009,1226.0,35 Kilometres Race Walk,35-kilometres-race-walk,race-walks,Senior - Men,senior,men,,
9.0,2:24:30,Álvaro MARTÍN,18 JUN 1994,ESP,1,"Hősök tere, Budapest (HUN)",24 AUG 2023,1225.0,35 Kilometres Race Walk,35-kilometres-race-walk,race-walks,Senior - Men,senior,men,,
10.0,2:24:34,Brian Daniel PINTADO,29 JUL 1995,ECU,2,"Hősök tere, Budapest (HUN)",24 AUG 2023,1225.0,35 Kilometres Race Walk,35-kilometres-race-walk,race-walks,Senior - Men,senior,men,,
1.0,43.03,Wayde VAN NIEKERK,15 JUL 1992,RSA,1,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1321.0,400 Metres,400-metres,sprints,Senior - Men,senior,men,,
2.0,43.18,Michael JOHNSON,13 SEP 1967,USA,1,"La Cartuja, Sevilla (ESP)",26 AUG 1999,1310.0,400 Metres,400-metres,sprints,Senior - Men,senior,men,,
3.0,43.29,Butch REYNOLDS,08 JUN 1964,USA,1f1,"Letzigrund, Zürich (SUI)",17 AUG 1988,1301.0,400 Metres,400-metres,sprints,Senior - Men,senior,men,,
4.0,43.39,Michael JOHNSON,13 SEP 1967,USA,1,"Ullevi Stadium, Göteborg (SWE)",09 AUG 1995,1294.0,400 Metres,400-metres,sprints,Senior - Men,senior,men,,
5.0,43.44,Michael JOHNSON,13 SEP 1967,USA,1,"Atlanta, GA (USA)",19 JUN 1996,1291.0,400 Metres,400-metres,sprints,Senior - Men,senior,men,,
6.0,43.45,Jeremy WARINER,31 JAN 1984,USA,1,"Yanmar Stadium Nagai, Osaka (JPN)",31 AUG 2007,1290.0,400 Metres,400-metres,sprints,Senior - Men,senior,men,,
6.0,43.45,Michael NORMAN,03 DEC 1997,USA,1f3,"Torrance, CA (USA)",20 APR 2019,1290.0,400 Metres,400-metres,sprints,Senior - Men,senior,men,,
8.0,43.48,Wayde VAN NIEKERK,15 JUL 1992,RSA,1,"National Stadium, Beijing (CHN)",26 AUG 2015,1288.0,400 Metres,400-metres,sprints,Senior - Men,senior,men,,
8.0,43.48,Steven GARDINER,12 SEP 1995,BAH,1,"Khalifa International Stadium, Doha (QAT)",04 OCT 2019,1288.0,400 Metres,400-metres,sprints,Senior - Men,senior,men,,
10.0,43.49,Michael JOHNSON,13 SEP 1967,USA,1,"Olympic Stadium, Atlanta, GA (USA)",29 JUL 1996,1287.0,400 Metres,400-metres,sprints,Senior - Men,senior,men,,
1.0,45.94,Karsten WARHOLM,28 FEB 1996,NOR,1,"National Stadium, Tokyo (JPN)",03 AUG 2021,1341.0,400 Metres Hurdles,400-metres-hurdles,hurdles,Senior - Men,senior,men,,
2.0,46.17,Rai BENJAMIN,27 JUL 1997,USA,2,"National Stadium, Tokyo (JPN)",03 AUG 2021,1328.0,400 Metres Hurdles,400-metres-hurdles,hurdles,Senior - Men,senior,men,,
3.0,46.29,Alison DOS SANTOS,03 JUN 2000,BRA,1,"Hayward Field, Eugene, OR (USA)",19 JUL 2022,1322.0,400 Metres Hurdles,400-metres-hurdles,hurdles,Senior - Men,senior,men,,
4.0,46.39,Rai BENJAMIN,27 JUL 1997,USA,1,"Hayward Field, Eugene, OR (USA)",16 SEP 2023,1316.0,400 Metres Hurdles,400-metres-hurdles,hurdles,Senior - Men,senior,men,,
5.0,46.51,Karsten WARHOLM,28 FEB 1996,NOR,1,"Stade Louis II, Monaco (MON)",21 JUL 2023,1310.0,400 Metres Hurdles,400-metres-hurdles,hurdles,Senior - Men,senior,men,,
6.0,46.52,Karsten WARHOLM,28 FEB 1996,NOR,1,"Bislett Stadion, Oslo (NOR)",15 JUN 2023,1309.0,400 Metres Hurdles,400-metres-hurdles,hurdles,Senior - Men,senior,men,,
7.0,46.53,Karsten WARHOLM,28 FEB 1996,NOR,2,"Hayward Field, Eugene, OR (USA)",16 SEP 2023,1309.0,400 Metres Hurdles,400-metres-hurdles,hurdles,Senior - Men,senior,men,,
8.0,46.62,Rai BENJAMIN,27 JUL 1997,USA,1,"Hayward Field, Eugene, OR (USA)",09 JUL 2023,1304.0,400 Metres Hurdles,400-metres-hurdles,hurdles,Senior - Men,senior,men,,
9.0,46.7,Karsten WARHOLM,28 FEB 1996,NOR,1,"Bislett Stadion, Oslo (NOR)",01 JUL 2021,1300.0,400 Metres Hurdles,400-metres-hurdles,hurdles,Senior - Men,senior,men,,
10.0,46.72,Alison DOS SANTOS,03 JUN 2000,BRA,3,"National Stadium, Tokyo (JPN)",03 AUG 2021,1299.0,400 Metres Hurdles,400-metres-hurdles,hurdles,Senior - Men,senior,men,,
1.0,44.52,Michael NORMAN,03 DEC 1997,USA,1f2,"College Station, TX (USA) (i)",10 MAR 2018,1277.0,400 Metres Short Track,400-metres-short-track,sprints,Senior - Men,senior,men,,
2.0,44.57,Kerron CLEMENT,31 OCT 1985,USA,1,"Fayetteville, AR (USA) (i)",12 MAR 2005,1273.0,400 Metres Short Track,400-metres-short-track,sprints,Senior - Men,senior,men,,
3.0,44.62,Randolph ROSS,01 JAN 2001,USA,1f2,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",12 MAR 2022,1269.0,400 Metres Short Track,400-metres-short-track,sprints,Senior - Men,senior,men,,
4.0,44.63,Michael JOHNSON,13 SEP 1967,USA,1,"Atlanta, GA (USA) (i)",04 MAR 1995,1269.0,400 Metres Short Track,400-metres-short-track,sprints,Senior - Men,senior,men,,
5.0,44.66,Michael JOHNSON,13 SEP 1967,USA,1,"Atlanta, GA (USA) (i)",02 MAR 1996,1267.0,400 Metres Short Track,400-metres-short-track,sprints,Senior - Men,senior,men,,
6.0,44.71,Noah WILLIAMS,01 JAN 1999,USA,1f2,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",13 MAR 2021,1263.0,400 Metres Short Track,400-metres-short-track,sprints,Senior - Men,senior,men,,
7.0,44.75,Elija GODWIN,01 JUL 1999,USA,1f2,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",25 FEB 2023,1260.0,400 Metres Short Track,400-metres-short-track,sprints,Senior - Men,senior,men,,
7.0,44.75,Elija GODWIN,01 JUL 1999,USA,1f1,"Convention Center, Albuquerque, NM (USA) (i)",11 MAR 2023,1260.0,400 Metres Short Track,400-metres-short-track,sprints,Senior - Men,senior,men,,
9.0,44.8,Kirani JAMES,01 SEP 1992,GRN,1f2,"Fayetteville, AR (USA) (i)",27 FEB 2011,1257.0,400 Metres Short Track,400-metres-short-track,sprints,Senior - Men,senior,men,,
10.0,44.82,Tyrell RICHARD,04 AUG 1997,USA,1f2,"Birmingham, AL (USA) (i)",09 MAR 2019,1255.0,400 Metres Short Track,400-metres-short-track,sprints,Senior - Men,senior,men,,
1.0,36.84,Jamaica,,JAM,1,"Olympic Stadium, London (GBR)",11 AUG 2012,1318.0,4x100 Metres Relay,4x100-metres-relay,relays,Senior - Men,senior,men,,
2.0,37.04,Jamaica,,JAM,1,"DS, Daegu (KOR)",04 SEP 2011,1302.0,4x100 Metres Relay,4x100-metres-relay,relays,Senior - Men,senior,men,,
3.0,37.1,United States,,USA,1,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019,1297.0,4x100 Metres Relay,4x100-metres-relay,relays,Senior - Men,senior,men,,
4.0,37.27,Jamaica,,JAM,1,"Estádio Olímpico, Rio de Janeiro (BRA)",19 AUG 2016,1283.0,4x100 Metres Relay,4x100-metres-relay,relays,Senior - Men,senior,men,,
5.0,37.31,Jamaica,,JAM,1,"Olympiastadion, Berlin (GER)",22 AUG 2009,1280.0,4x100 Metres Relay,4x100-metres-relay,relays,Senior - Men,senior,men,,
6.0,37.36,Jamaica,,JAM,1,"Luzhniki Stadion, Moskva (RUS)",18 AUG 2013,1276.0,4x100 Metres Relay,4x100-metres-relay,relays,Senior - Men,senior,men,,
6.0,37.36,Jamaica,,JAM,1,"National Stadium, Beijing (CHN)",29 AUG 2015,1276.0,4x100 Metres Relay,4x100-metres-relay,relays,Senior - Men,senior,men,,
6.0,37.36,Great Britain & NI,,GBR,2,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019,1276.0,4x100 Metres Relay,4x100-metres-relay,relays,Senior - Men,senior,men,,
9.0,37.38,United States,,USA,1f1,"T. Robinson Stadium, Nassau (BAH)",02 MAY 2015,1275.0,4x100 Metres Relay,4x100-metres-relay,relays,Senior - Men,senior,men,,
9.0,37.38,United States,,USA,1,"Nemzeti Atlétikai Központ, Budapest (HUN)",26 AUG 2023,1275.0,4x100 Metres Relay,4x100-metres-relay,relays,Senior - Men,senior,men,,
1.0,14:22.22,Kenya,,KEN,1,"T. Robinson Stadium, Nassau (BAH)",25 MAY 2014,1311.0,4x1500 Metres Relay,4x1500-metres-relay,relays,Senior - Men,senior,men,,
2.0,14:34.97,Nike/Bowerman Track Club B,,USA,1,"Jesuit High School Track, Portland, OR (USA)",31 JUL 2020,1264.0,4x1500 Metres Relay,4x1500-metres-relay,relays,Senior - Men,senior,men,,
3.0,14:36.23,Kenya,,KEN,1,"Boudewijnstadion, Bruxelles (BEL)",04 SEP 2009,1259.0,4x1500 Metres Relay,4x1500-metres-relay,relays,Senior - Men,senior,men,,
4.0,14:38.8h,Federal Republic of Germany,,FRG,1,Köln (GER),17 AUG 1977,1250.0,4x1500 Metres Relay,4x1500-metres-relay,relays,Senior - Men,senior,men,,
5.0,14:40.4h,New Zealand,,NZL,1,Oslo (NOR),22 AUG 1973,1244.0,4x1500 Metres Relay,4x1500-metres-relay,relays,Senior - Men,senior,men,,
6.0,14:40.80,United States,,USA,2,"T. Robinson Stadium, Nassau (BAH)",25 MAY 2014,1242.0,4x1500 Metres Relay,4x1500-metres-relay,relays,Senior - Men,senior,men,,
7.0,14:41.22,Ethiopia,,ETH,3,"T. Robinson Stadium, Nassau (BAH)",25 MAY 2014,1241.0,4x1500 Metres Relay,4x1500-metres-relay,relays,Senior - Men,senior,men,,
8.0,14:44.31,Mixed Team,,INT,2,"Boudewijnstadion, Bruxelles (BEL)",04 SEP 2009,1229.0,4x1500 Metres Relay,4x1500-metres-relay,relays,Senior - Men,senior,men,,
9.0,14:44.69,Nike/Bowerman Track Club,,USA,2,"Jesuit High School Track, Portland, OR (USA)",31 JUL 2020,1228.0,4x1500 Metres Relay,4x1500-metres-relay,relays,Senior - Men,senior,men,,
10.0,14:45.63,Soviet Union,,URS,1,Leningrad (URS),04 AUG 1985,1225.0,4x1500 Metres Relay,4x1500-metres-relay,relays,Senior - Men,senior,men,,
1.0,1:18.63,Jamaica,,JAM,1,"T. Robinson Stadium, Nassau (BAH)",24 MAY 2014,1272.0,4x200 Metres Relay,4x200-metres-relay,relays,Senior - Men,senior,men,,
2.0,1:18.68,Santa Monica Track Club,,USA,1,"Walnut, CA (USA)",17 APR 1994,1270.0,4x200 Metres Relay,4x200-metres-relay,relays,Senior - Men,senior,men,,
3.0,1:19.10,World All-Stars,,INT,2,"Walnut, CA (USA)",17 APR 1994,1253.0,4x200 Metres Relay,4x200-metres-relay,relays,Senior - Men,senior,men,,
4.0,1:19.11,Santa Monica Track Club,,USA,1,"Philadelphia, PA (USA)",23 APR 1992,1253.0,4x200 Metres Relay,4x200-metres-relay,relays,Senior - Men,senior,men,,
5.0,1:19.16,United States Red,,USA,1,"Philadelphia, PA (USA)",26 APR 2003,1251.0,4x200 Metres Relay,4x200-metres-relay,relays,Senior - Men,senior,men,,
6.0,1:19.20,Canada,,CAN,1f1,"Gainesville, FL (USA)",02 APR 2016,1249.0,4x200 Metres Relay,4x200-metres-relay,relays,Senior - Men,senior,men,,
7.0,1:19.38,Santa Monica Track Club,,USA,1,Koblenz (GER),23 AUG 1989,1242.0,4x200 Metres Relay,4x200-metres-relay,relays,Senior - Men,senior,men,,
8.0,1:19.39,United States Blue,,USA,1,"Philadelphia, PA (USA)",28 APR 2001,1242.0,4x200 Metres Relay,4x200-metres-relay,relays,Senior - Men,senior,men,,
9.0,1:19.42,Canada,,CAN,1,"T. Robinson Stadium, Nassau (BAH)",23 APR 2017,1241.0,4x200 Metres Relay,4x200-metres-relay,relays,Senior - Men,senior,men,,
10.0,1:19.45,Santa Monica Track Club,,USA,1,"Philadelphia, PA (USA)",27 APR 1991,1240.0,4x200 Metres Relay,4x200-metres-relay,relays,Senior - Men,senior,men,,
1.0,1:22.11,Great Britain & NI,,GBR,1,Glasgow (GBR) (i),03 MAR 1991,1195.0,4x200 Metres Relay Short Track,4x200-metres-relay-short-track,relays,Senior - Men,senior,men,,
2.0,1:22.32,Italy,,ITA,1,Torino (ITA) (i),11 FEB 1984,1186.0,4x200 Metres Relay Short Track,4x200-metres-relay-short-track,relays,Senior - Men,senior,men,,
3.0,1:22.71,United States,,USA,2,Glasgow (GBR) (i),03 MAR 1991,1172.0,4x200 Metres Relay Short Track,4x200-metres-relay-short-track,relays,Senior - Men,senior,men,,
4.0,1:22.89,Great Britain & NI,,GBR,1,Glasgow (GBR) (i),23 FEB 1990,1165.0,4x200 Metres Relay Short Track,4x200-metres-relay-short-track,relays,Senior - Men,senior,men,,
5.0,1:23.04,Russia,,RUS,,Glasgow (GBR) (i),30 JAN 1993,1159.0,4x200 Metres Relay Short Track,4x200-metres-relay-short-track,relays,Senior - Men,senior,men,,
6.0,1:23.26,Russia,,RUS,1,Glasgow (GBR) (i),29 JAN 1994,1151.0,4x200 Metres Relay Short Track,4x200-metres-relay-short-track,relays,Senior - Men,senior,men,,
7.0,1:23.46,Great Britain & NI,,GBR,1,Glasgow (GBR) (i),28 JAN 1989,1143.0,4x200 Metres Relay Short Track,4x200-metres-relay-short-track,relays,Senior - Men,senior,men,,
8.0,1:23.51,TV Wattenscheid 01,,GER,1f3,Leipzig (GER) (i),23 FEB 2014,1141.0,4x200 Metres Relay Short Track,4x200-metres-relay-short-track,relays,Senior - Men,senior,men,,
9.0,1:23.56,Great Britain & NI,,GBR,1,Birmingham (GBR) (i),13 FEB 1993,1139.0,4x200 Metres Relay Short Track,4x200-metres-relay-short-track,relays,Senior - Men,senior,men,,
10.0,1:23.79,United States,,USA,2,Birmingham (GBR) (i),13 FEB 1993,1131.0,4x200 Metres Relay Short Track,4x200-metres-relay-short-track,relays,Senior - Men,senior,men,,
1.0,2:54.29,United States,,USA,1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",22 AUG 1993,1288.0,4x400 Metres Relay,4x400-metres-relay,relays,Senior - Men,senior,men,,
2.0,2:55.39,United States,,USA,1,"National Stadium, Beijing (CHN)",23 AUG 2008,1270.0,4x400 Metres Relay,4x400-metres-relay,relays,Senior - Men,senior,men,,
3.0,2:55.56,United States,,USA,1,"Yanmar Stadium Nagai, Osaka (JPN)",02 SEP 2007,1267.0,4x400 Metres Relay,4x400-metres-relay,relays,Senior - Men,senior,men,,
4.0,2:55.70,United States,,USA,1,"National Stadium, Tokyo (JPN)",07 AUG 2021,1265.0,4x400 Metres Relay,4x400-metres-relay,relays,Senior - Men,senior,men,,
5.0,2:55.74,United States,,USA,1,"Estadio Olímpico, Barcelona (ESP)",08 AUG 1992,1264.0,4x400 Metres Relay,4x400-metres-relay,relays,Senior - Men,senior,men,,
6.0,2:55.91,United States,,USA,1,"Olympic Stadium, Athina (GRE)",28 AUG 2004,1262.0,4x400 Metres Relay,4x400-metres-relay,relays,Senior - Men,senior,men,,
7.0,2:55.99,United States,,USA,1,"Olympic Stadium, Atlanta, GA (USA)",03 AUG 1996,1260.0,4x400 Metres Relay,4x400-metres-relay,relays,Senior - Men,senior,men,,
8.0,2:56.16,United States,,USA,1,"Estadio Olímpico, Ciudad de México (MEX)",20 OCT 1968,1258.0,4x400 Metres Relay,4x400-metres-relay,relays,Senior - Men,senior,men,,
8.0,2:56.16,United States,,USA,1,"Olympic Stadium, Jamsil, Seoul (KOR)",01 OCT 1988,1258.0,4x400 Metres Relay,4x400-metres-relay,relays,Senior - Men,senior,men,,
10.0,2:56.17,United States,,USA,1,"Hayward Field, Eugene, OR (USA)",24 JUL 2022,1257.0,4x400 Metres Relay,4x400-metres-relay,relays,Senior - Men,senior,men,,
1.0,3:00.77,USC,,INT,1f4,"College Station, TX (USA) (i)",10 MAR 2018,1239.0,4x400 Metres Relay Short Track,4x400-metres-relay-short-track,relays,Senior - Men,senior,men,,
2.0,3:01.09,Arkansas,,INT,1f1,"Convention Center, Albuquerque, NM (USA) (i)",04 FEB 2023,1234.0,4x400 Metres Relay Short Track,4x400-metres-relay-short-track,relays,Senior - Men,senior,men,,
3.0,3:01.39,Texas A&M,,USA,2f4,"College Station, TX (USA) (i)",10 MAR 2018,1230.0,4x400 Metres Relay Short Track,4x400-metres-relay-short-track,relays,Senior - Men,senior,men,,
4.0,3:01.43,Florida,,INT,3f4,"College Station, TX (USA) (i)",10 MAR 2018,1229.0,4x400 Metres Relay Short Track,4x400-metres-relay-short-track,relays,Senior - Men,senior,men,,
5.0,3:01.51,Houston,,USA,1f1,"Clemson, SC (USA) (i)",09 FEB 2019,1228.0,4x400 Metres Relay Short Track,4x400-metres-relay-short-track,relays,Senior - Men,senior,men,,
